glassdoor (1)
review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
5.0,20 Jul 2022,Good work culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66926440.htm,Assistant manager,"Current employee, more than 1 year",,,,Trichy,Can work independently without any restrictions,Can do well in infrastructure
3.0,9 Jul 2022,Not a great place to work with,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66488673.htm,Manager,"Current employee, more than 5 years",Job security as it is a psu,"So boring 
No progress
Bad work culture",Show more,Bengaluru,,
4.0,4 Jul 2022,Nice company with decent benefits,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66288273.htm,Manager,"Current employee, more than 5 years","Salary
Job security
Home posting and good career opportunities","Old policies
Hectic at times
Depends upon the boss",Show more,,,
5.0,7 Jul 2022,Great Learning,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66418062.htm,Equity research analyst,Former temporary employee,,,,,I learnt a lot during my time there.q,It wasn't a permanent job
2.0,27 Jun 2022,Branch manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66008057.htm,Manager,"Current employee, more than 8 years",I don't feel any good thing about this company,"Worst place to work
No work life balance
No employee respect
Management useless",Show more,,,
3.0,30 Jun 2022,All Work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66171146.htm,Officer,"Former employee, more than 1 year",,,,,Salary is ok. Work load too much.,More stressful job these days
4.0,22 Jun 2022,Good Bank To Work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW65862878.htm,Credit officer,Current employee,,,,,Good Work Culture and helpful staff,Transfers and unrealistically high targets
4.0,29 Jun 2022,Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66126787.htm,Credit officer,Current employee,,,,,Good Salary and chance to explore new places,Work pressure and long work hours
3.0,28 Jun 2022,Good to work at head office,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66059490.htm,Officer,"Current employee, more than 3 years","Atmosphere 
Management 
Exposure 
Experience 
Opportunities","Less salary 
Infra 
Branch posting",Show more,Bengaluru,,
5.0,15 Apr 2022,Good to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW62831054.htm,Senior manager,"Former employee, more than 8 years",Its a PSU Bank and You will get an opportunity to work in various departments & Learn many new things.,Shortage of sufficient staff due to various unavoidable reasons,Show more,Hyderābād,,
3.0,20 May 2022,3rd largest PSU bank in India,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW64454374.htm,Probationary officer,"Former employee, more than 1 year","Good pay
Great perks and allowances","Deteriorating work culture
Micromanaging at peak",Show more,Kāli De,,
4.0,20 Jun 2022,Best job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW65763254.htm,Anonymous employee,Current employee,,,,,Good career growth and pramotion aspects,one have to handle pressure many a times
3.0,29 Jun 2022,Kaizen,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66127365.htm,Manager,Current employee,,,,,Being professional all the time,less human centric most of the time
1.0,23 Aug 2022,Bad,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW68265792.htm,It manager,"Current employee, more than 8 years",Job security and decent perks,"Bad work environment, bad HR, worst senior management support",Show more,Bengaluru,,
5.0,16 May 2022,"A Good PSU Bank to work in,",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW64232858.htm,General manager,"Former employee, more than 10 years",Abundant Growth Opportunities for sincere employees.,Transferable job involves constant relocation issues.,Show more,Bengaluru,,
3.0,4 Jun 2022,Staff PoV,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW65093351.htm,Anonymous employee,Current employee,"Salary on time. 
Catching up with the market's demands.",Need to level up in terms of infrastructure and staff policies,Show more,Mumbai,,
5.0,7 Jun 2022,Excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW65238867.htm,Q&a analyst,Former employee,,,,,Good to work with Canara Bank,There are no Cons in working with Canara Bank
5.0,9 Jun 2022,Great,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW65349004.htm,Chief financial officer (cfo),Current employee,,,,,Good place to work. Nice environment,pay scale is low and transfers are frequent
5.0,9 Jun 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW65321632.htm,Credit manager,"Current employee, more than 8 years",,,,,Nationalized bank with wide range,Wide reach to states of India
2.0,20 Mar 2022,Govt Bank old school,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW61458644.htm,Manager,"Current employee, more than 5 years","Pay as per govt standards ,insurance and other benefits, govt holidays, fast growth in promotion","Highly transferable job and extreme work pressure, old school work style",Show more,,,
5.0,13 May 2022,GOOD,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW64107634.htm,Data entry clerk,Former contractor,,,,,Good working staff and Enviroment,Good Enviroment and Good working Place
1.0,21 Jul 2022,Not at all employee centric,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW66990720.htm,Assistant manager,Current employee,,,,,None Would not recommend it,Not at all employee centric organisation
3.0,29 Apr 2022,NA,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW63440605.htm,Senior manager,"Former employee, more than 10 years",Nothing to mention as pros,Against the staff. HRM section is wrist in undustry,Show more,North West,,
5.0,20 Apr 2022,Great,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW63036247.htm,Bank manager,Current employee,,,,Mumbai,Work life balance is there,Technology must be advanced in order to compete with new age private sector banks
3.0,6 Nov 2021,Its a Job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW55008519.htm,Officer,"Current employee, more than 3 years","1) Its a Government Job so there is job security. 
2) The work is challenging if you want to do it properly.
3) You get lots of holidays and nice work life balance (of course this is not true for everyone, if you are at a RO CO or large branch with a lot of pending work then its gonna be difficult)
4) You get to learn and interact with a wide cross section of society.
5)","There are many cons and some of them are the usual, there is chronic under staffing at branches leading to large number of complaints. A lot of printers and computers are either very old ( I have one with a single core CPU whereas there are i7 all in one PCs too in my branch) or non functional. 

My branch has a lot of people coming in daily for balance enquiry and pass book printing purposes and we don't have a printer working. There are two printers in my branch for printing documents and neither of them work. 

The work has become a lot more organized in the last few years esp with the LAPS etc but there are many operational inefficiencies. 

Everyone is swamped with work. We need more staff. Everyone needs more staff. I wonder why aren't they hiring more staff. 

The main problem with the job is really that it is too secure and that makes it rather difficult to want to switch to something else.",Show more,"Patna, Bihar",,
5.0,27 Apr 2022,Best in psb,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW63351401.htm,Project manager,"Current employee, more than 5 years",,,,,Good bank to work and learn,"According to me, there is no cons"
3.0,8 Feb 2022,"Used to be good, not anymore",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW59300966.htm,Officer,"Former employee, more than 8 years","Government bank, that's it nothing much left to say now. It used to be so much better and organized","No work life balance
Ppl are waiting for you to get in trouble
Everyone just wants to save their skin
Be ready for blame games",Show more,New Delhi,,
5.0,24 Apr 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW63198334.htm,Anonymous employee,"Current employee, less than 1 year","Good environment.
Immense opportunities for growth","Nothing much.
No cons.
Just loving the job.",Show more,,,
5.0,4 Mar 2016,BEST PLACE TO WORK FOR,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW9798066.htm,Probationary officer,"Current employee, more than 1 year","1. Lots of learning opportunities
2. Transfers are less even during probation
3. Working hours is good compared to other banks
4. Brand name in banking industry
5. Exposure in various aspects of banking including credit, forex, Alternate Banking Channel, Risk Management, Recovery etc
6. Even if you join as generalist i.e. Probtionary Officer, you may get chance to work as specialist officer if interested","1. Probation period should be less. 2 years is a long time
2. Due to promotions daftary and peon have also been promoted to clerks who even don't know how to handle computers. sometimes you may feel irritated due to their behaviour
3. So many aged employees who are not much interested in work just doing time pass in office but the good news is that they are soon going to retire
4. During probation you may face some manager who will not treat you even an officer. PO means Pending Officers for them. They will keep all pending work of those not so interested employees and let it done by you.",Show more,Mumbai,,
4.0,21 Apr 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW63070347.htm,Branch manager,Current employee,Good company to work with.,No cons as such.. everything is ok,Show more,,,
1.0,25 Apr 2022,horrible full of sc st and horny army men,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW63251303.htm,Officer scale i,"Former employee, more than 5 years",govt salary on time AND NOTHING,"horrible , extra martial ffair inside the office branch , worst HR and horrible un tallented SC ST AND HORNY ARMY MEN EITHER AS GUARDS",Show more,Calcutta,,
5.0,12 Apr 2022,excellent,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW62671556.htm,Anonymous employee,Current employee,,,,,Many Benefits of a PSU,None so encountered . One of the best
4.0,14 Apr 2022,Good company,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW62767822.htm,Manager,Former employee,,,,,Career growth wage good culture,Nothing comes to mind for this
1.0,21 May 2022,Worst Bank to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW64494157.htm,Anonymous employee,"Current employee, more than 3 years",,,,,Most of the time the server is down so you can always get good hearing from customers.,They treat E syndicate Bank employees as inferior.
5.0,8 Apr 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW62496064.htm,Assistant manager,"Current employee, less than 1 year",Best in industry. Fast growth,Not as I can think of.,Show more,,,
4.0,7 Apr 2022,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW62466995.htm,Assistant manager,"Current employee, more than 8 years",,,,Visakhapatnam,Very Good HR policy in bank,Not bad at all for peaceful life
4.0,12 Apr 2022,Banking,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW62650367.htm,Anonymous employee,Current employee,,,,,"Job Security, leaves and salary","Strict work env, weekends working"
5.0,20 Mar 2022,Good bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW61465351.htm,Anonymous employee,"Current employee, more than 5 years","Good bank to work
Good benefits",More work more pressure more business oriented,Show more,Manipal,,
4.0,13 Feb 2022,"Great opportunities, bad culture",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW59593312.htm,Assistant manager,"Current employee, more than 1 year","Lots of Opportunities to learn, and build a network
Opportunities in Treasury, Wholesale Banking, and Asset Management / Reconstruction","Bureaucratic work environment
Frequent transfers (this is a pro and a con)",Show more,Bengaluru,,
3.0,19 Mar 2022,PO in CANB,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW61424501.htm,Assistant manager,"Current employee, more than 1 year",,,,"Bilāspur, Chhattisgarh",Depends on location of posting and size of staff/branch,Can get hectic depending on branch
4.0,20 Mar 2022,CANARITES MANAGER,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW61451785.htm,Account manager,Current employee,,,,"Gurgaon, Haryana",Job security is very much high in PSB,Can be Transfer out of state
2.0,20 Jan 2022,Not at all employee friendly,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW58293017.htm,Manager,"Current employee, more than 5 years",Public Sector Banking Company is the only pro,"Worst HR policy.
Treat you like slaves. 
Barrage of letters issues even though you achieve targets.
Unrealistic expectations irrespective of scope of business.",Show more,Pune,,
